,0
0,0.5173913043478261
1,0.20108695652173914
2,0.20108695652173914
3,0.20108695652173914
4,0.20108695652173914
5,0.23152173913043478
6,0.23152173913043478
7,0.23152173913043478
8,0.2217391304347826
9,0.23043478260869565
10,0.22717391304347825
11,0.22717391304347825
12,0.22065217391304348
13,0.22717391304347825
14,0.22826086956521738
15,0.22934782608695653
16,0.22717391304347825
17,0.4956521739130435
18,0.5130434782608696
19,0.20108695652173914
20,0.20108695652173914
21,0.20108695652173914
22,0.20108695652173914
23,0.24130434782608695
24,0.24456521739130435
25,0.23804347826086958
26,0.23043478260869565
27,0.2358695652173913
28,0.23043478260869565
29,0.2358695652173913
30,0.2326086956521739
31,0.5217391304347826
32,0.49782608695652175
33,0.533695652173913
34,0.21195652173913043
35,0.21195652173913043
36,0.21195652173913043
37,0.21195652173913043
38,0.21195652173913043
39,0.21195652173913043
40,0.21195652173913043
41,0.24347826086956523
42,0.24130434782608695
43,0.24130434782608695
44,0.23369565217391305
45,0.24130434782608695
46,0.23804347826086958
47,0.23804347826086958
48,0.23152173913043478
49,0.23804347826086958
50,0.23804347826086958
51,0.2391304347826087
52,0.23369565217391305
53,0.533695652173913
54,0.5369565217391304
55,0.2108695652173913
56,0.2108695652173913
57,0.2108695652173913
58,0.2108695652173913
59,0.2108695652173913
60,0.2108695652173913
61,0.24239130434782608
62,0.24347826086956523
63,0.24456521739130435
64,0.24239130434782608
65,0.24239130434782608
66,0.24456521739130435
67,0.24239130434782608
68,0.2467391304347826
69,0.2467391304347826
70,0.2467391304347826
71,0.5380434782608695
72,0.5173913043478261
73,0.1891304347826087
74,0.1891304347826087
75,0.7728260869565218
76,0.49782608695652175
77,0.1826086956521739
78,0.1826086956521739
79,0.1826086956521739
80,0.1826086956521739
81,0.1826086956521739
82,0.21195652173913043
83,0.21304347826086956
84,0.20434782608695654
85,0.20978260869565218
86,0.20978260869565218
87,0.20217391304347826
88,0.20978260869565218
89,0.20978260869565218
90,0.20434782608695654
91,0.4771739130434783
92,0.5173913043478261
93,0.2
94,0.2
95,0.22934782608695653
96,0.22826086956521738
97,0.22826086956521738
98,0.2217391304347826
99,0.22934782608695653
100,0.22717391304347825
101,0.22608695652173913
102,0.21956521739130436
103,0.22717391304347825
104,0.22717391304347825
105,0.22934782608695653
106,0.2217391304347826
107,0.4945652173913043
108,0.5195652173913043
109,0.2
110,0.2
